path_idx	node_id	LCA	label	event	count	C_A	C_B	M_A_B	m_2	m_4
101	36	21	A=[a1,a2,a2];B=[a1]	M_A_B	1	3	0	3	4	0
101	28	21	A=[a2,a2];B=[a1,a1]	M_A_B	2	1	1	2	4	0
101	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
101	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
101	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
101	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
102	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
102	36	21	A=[a1,a2,a2];B=[a1]	M_A_B	1	3	0	3	4	0
102	28	21	A=[a2,a2];B=[a1,a1]	M_A_B	2	1	1	2	4	0
102	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
102	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
102	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
102	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
103	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
103	36	21	A=[a1,a2,a2];B=[a1]	M_A_B	1	3	0	3	4	0
103	28	21	A=[a2,a2];B=[a1,a1]	M_A_B	2	1	1	2	4	0
103	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
103	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
103	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
103	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
104	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
104	36	21	A=[a1,a2,a2];B=[a1]	M_A_B	1	3	0	3	4	0
104	28	21	A=[a2,a2];B=[a1,a1]	M_A_B	2	1	1	2	4	0
104	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
104	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
104	19	21	B=[a1,a1,a2+a2]	C_B	1	0	3	0	2	1
104	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
105	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
105	36	21	A=[a1,a2,a2];B=[a1]	M_A_B	1	3	0	3	4	0
105	28	21	A=[a2,a2];B=[a1,a1]	M_A_B	2	1	1	2	4	0
105	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
105	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
105	20	21	B=[a1,a1,a2+a2]	C_B	2	0	3	0	2	1
105	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
106	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
106	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
106	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
106	32	21	A=[a1+a2];B=[a1,a2]	C_B	1	0	1	1	2	1
106	23	21	A=[a1+a2];B=[a1+a2]	M_A_B	1	0	0	1	0	2
106	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
107	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
107	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
107	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
107	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
107	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
107	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
108	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
108	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
108	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
108	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
108	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
108	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
109	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
109	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
109	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
109	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
109	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
109	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
110	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
110	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
110	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
110	32	21	A=[a1,a2];B=[a1+a2]	C_A	1	1	0	2	2	1
110	23	21	A=[a1+a2];B=[a1+a2]	M_A_B	1	0	0	1	0	2
110	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
111	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
111	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
111	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
111	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
111	31	21	A=[a2];B=[a1,a1+a2]	C_B	1	0	1	1	2	1
111	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
111	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
112	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
112	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
112	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
112	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
112	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
112	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
112	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
113	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
113	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
113	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
113	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
113	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
113	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
113	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
114	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
114	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
114	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
114	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
114	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
114	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
114	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
115	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
115	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
115	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
115	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
115	24	21	A=[a1];B=[a1+a2,a2]	C_B	1	0	1	1	2	1
115	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
115	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
116	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
116	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
116	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
116	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
116	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
116	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
116	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
117	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
117	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
117	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
117	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
117	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
117	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
117	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
118	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
118	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
118	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
118	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
118	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
118	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
118	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
119	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
119	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
119	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
119	29	21	A=[a2];B=[a1,a1,a2]	C_B	1	0	3	1	4	0
119	31	21	A=[a2];B=[a1+a1,a2]	C_B	1	0	1	1	2	1
119	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
119	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
120	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
120	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
120	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
120	29	21	A=[a2];B=[a1,a1,a2]	C_B	1	0	3	1	4	0
120	16	21	A=[a2];B=[a1+a1,a2]	M_A_B	1	0	1	1	2	1
120	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
120	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
121	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
121	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
121	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
121	29	21	A=[a2];B=[a1,a1,a2]	C_B	1	0	3	1	4	0
121	16	21	A=[a2];B=[a1+a1,a2]	M_A_B	1	0	1	1	2	1
121	19	21	B=[a1+a1,a2,a2]	C_B	1	0	3	0	2	1
121	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
122	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
122	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
122	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
122	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
122	31	21	A=[a2];B=[a1,a1+a2]	C_B	1	0	1	1	2	1
122	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
122	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
123	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
123	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
123	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
123	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
123	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
123	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
123	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
124	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
124	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
124	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
124	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
124	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
124	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
124	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
125	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
125	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
125	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
125	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
125	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
125	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
125	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
126	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
126	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
126	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
126	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
126	16	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
126	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
126	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
127	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
127	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
127	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
127	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
127	16	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
127	19	21	B=[a1+a1,a2,a2]	C_B	1	0	3	0	2	1
127	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
128	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
128	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
128	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
128	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
128	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
128	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
128	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
129	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
129	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
129	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
129	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
129	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
129	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
129	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
130	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
130	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
130	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
130	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
130	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
130	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
130	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
131	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
131	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
131	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
131	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
131	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
131	19	21	B=[a1,a1,a2+a2]	C_B	1	0	3	0	2	1
131	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
132	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
132	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
132	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
132	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
132	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
132	20	21	B=[a1,a1,a2+a2]	C_B	2	0	3	0	2	1
132	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
133	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
133	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
133	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
133	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
133	24	21	A=[a1];B=[a1+a2,a2]	C_B	1	0	1	1	2	1
133	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
133	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
134	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
134	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
134	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
134	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
134	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
134	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
134	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
135	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
135	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
135	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
135	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
135	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
135	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
135	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
136	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
136	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
136	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
136	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
136	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
136	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
136	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
137	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
137	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
137	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
137	14	21	A=[a1];B=[a1,a2,a2]	C_B	1	0	3	1	4	0
137	24	21	A=[a1];B=[a1,a2+a2]	C_B	1	0	1	1	2	1
137	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
137	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
138	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
138	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
138	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
138	14	21	A=[a1];B=[a1,a2,a2]	C_B	1	0	3	1	4	0
138	18	21	A=[a1];B=[a1,a2+a2]	M_A_B	1	0	1	1	2	1
138	19	21	B=[a1,a1,a2+a2]	C_B	1	0	3	0	2	1
138	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
139	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
139	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
139	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
139	14	21	A=[a1];B=[a1,a2,a2]	C_B	1	0	3	1	4	0
139	18	21	A=[a1];B=[a1,a2+a2]	M_A_B	1	0	1	1	2	1
139	20	21	B=[a1,a1,a2+a2]	C_B	2	0	3	0	2	1
139	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
140	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
140	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
140	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
140	15	21	A=[a1];B=[a1,a2,a2]	M_A_B	1	0	3	1	4	0
140	16	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
140	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
140	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
141	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
141	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
141	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
